cod_prod,descr_resumida,descr_detalhada,preco,unidade
210GBR813,GB 210 FR BP VER P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP VERMELHA PARAFUSADO E FREIO,6.8,PECA
210GBR884,GB 210 FR BP AZU P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP AZUL PARAFUSADO E FREIO,6.8,PECA
210GBR948,GB 210 FR CEL P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 CELERON PARAFUSADO E FREIO,14.75,PECA
210GER1133,GE 210 BI 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BORRACHA INTEGRAL PARAFUSADO,5.42,PECA
210GER1220,GE 210 BP CZA 16 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 210 BP CINZA PARAFUSADO,5.65,PECA
210GER1221,GE 210 PP PTA 16 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 210 PP PRETA PARAFUSADO,5.02,PECA
210GER1222,GE 210 BP GEL 16 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 210 BP GEL PARAFUSADO,6.31,PECA
210GER1223,GE 210 FR PP PTA 16 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 210 PP PRETA PARAFUSADO E FREIO,5.92,PECA
210GER1224,GE 210 FR BP CZA 16 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 210 BP CINZA PARAFUSADO E FREIO,6.55,PECA
210GER1276,GE 210 BP AZU 25 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP AZUL REBITADO,5.71,PECA
210GER1277,GE 210 BP BCA 25 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP BRANCA REBITADO,5.71,PECA
210GER1278,GE 210 BP GEL 25 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP GEL REBITADO,6.3,PECA
210GER1279,GE 210 BP CZA 25 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP CINZA REBITADO,5.58,PECA
210GER1280,GE 210 PP PTA 16 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 210 PP PRETA REBITADO,4.85,PECA
210GER1281,GE 210 PP PTA 25 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 PP PRETA REBITADO,4.98,PECA
210GER1282,GE 210 NY BCA 25 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 NYLON BRANCA REBITADO,6.36,PECA
210GER1318,GE 210 BP GEL 16 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 210 BP GEL REBITADO,6.16,PECA
210GER1319,GE 210 FR BP GEL 16 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 210 BP GEL REBITADO E FREIO,7.08,PECA
210GER1320,GE 210 FR BP GEL 25 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP GEL REBITADO E FREIO,7.2,PECA
210GER1321,GE 210 FR BP CZA 16 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 210 BP CINZA REBITADO E FREIO,6.39,PECA
210GER1322,GE 210 BP VER 25 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP VERMELHA REBITADO,5.71,PECA
210GER1323,GE 210 FR PP PTA 25 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 PP PRETA REBITADO E FREIO,5.88,PECA
210GER1324,GE 210 FR NY BCA 25 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 NYLON BRANCA REBITADO E FREIO,7.25,PECA
210GER1325,GE 210 FR BP BCA 25 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP BRANCA REBITADO E FREIO,6.61,PECA
210GER1326,GE 210 FR BP CZA 25 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP CINZA REBITADO E FREIO,6.48,PECA
210GER1327,GE 210 FR BP PTA 25 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP PRETA REBITADO E FREIO,6.61,PECA
210GER1328,GE 210 BP PTA 25 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP PRETA REBITADO,5.71,PECA
210GER1331,GE 210 BP CZA 16 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 210 BP CINZA REBITADO,5.49,PECA
210GER1468,GE 210 FR GP PLK 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM SEM RODA 210 COM PARAFUSO E PORCA PARLOCK E FREIO,5.26,PECA
210GER1502,GE 210 GP PLK 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM SEM RODA 210 COM PARAFUSO E PORCA PARLOCK,4.75,PECA
210GER1602,GE 210 BP GEL 50 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM COM RODA 210 BP GEL REBITADO,6.58,PECA
210GER1607,GE 210 BP CZA 50 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM COM RODA 210 BP CINZA REBITADO,5.92,PECA
210GER1608,GE 210 FR BP CZA 50 R,RODIZIO DE AÇO GIRATORIO DE ESPIGA 3/8X50MM COM RODA 210 BP CINZA REBITADO E FREIO,6.84,PECA
210GER1638,GE 210 FE/PU 50 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM COM RODA 210 FERRO COM POLIURETANO PARAFUSADO,0,PECA
210GER1639,GE 210 FR FE/PU 50 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM COM RODA 210 FERRO COM POLIURETANO PARAFUSADO E FREIO,0,PECA
210GER1780,GE 210 FR BP AZU 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP AZUL PARAFUSADO E FREIO,6.37,PECA
210GER1921,GE 210 NY BCA 50 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM COM RODA 210 NYLON BRANCA REBITADO,6.7,PECA
210GER1934,GE 210 GP 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM SEM RODA 210 COM PARAFUSO E PORCA,4.53,PECA
210GER1935,GE 210 NY BCA 16 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 210 NYLON BRANCA PARAFUSADO,6.5,PECA
210GER1938,GE 210 FR BP VER 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP VERMELHA PARAFUSADO E FREIO,6.8,PECA
210GER1939,GE 210 FR CEL 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 CELERON PARAFUSADO E FREIO,14.78,PECA
210GER1940,GE 210 FR BP AZU 25 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP AZUL REBITADO E FREIO,6.8,PECA
210GER1941,GE 210 FR BP VER 25 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP VERMELHA REBITADO E FREIO,6.61,PECA
210GER1943,GE 210 FR GP 25 ANT,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM SEM RODA 210 COM PARAFUSO E PORCA E FREIO ANTIGO,0,PECA
210GER1944,GE 210 FR GP PLK 25 ANT,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM SEM RODA 210 COM PARAFUSO E PORCA PARLOCK E FREIO ANTIGO,0,PECA
210GER1945,GE 210 FR GP 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM SEM RODA 210 COM PARAFUSO E PORCA E FREIO,5.48,PECA
210GER1946,GE 210 FR NY BCA 16 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 210 NYLON BRANCA PARAFUSADO E FREIO,7.35,PECA
210GER1947,GE 210 FR NY BCA 16 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 210 NYLON BRANCA REBITADO E FREIO,7.2,PECA
210GER1948,GE 210 FR GP 16 ANT,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM SEM RODA 210 COM PARAFUSO E PORCA E FREIO ANTIGO,0,PECA
210GER1949,GE 210 FR GP 50,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM SEM RODA 210 COM PARAFUSO E PORCA E FREIO,5.88,PECA
210GER1950,GE 210 FR BP GEL 50 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM COM RODA 210 BP GEL REBITADO E FREIO,7.5,PECA
210GER1951,GE 210 FR NY BCA 50 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM COM RODA 210 NYLON BRANCA REBITADO E FREIO,7.63,PECA
210GER1952,GE 210 FR PP PTA 50 R,RODIZIO DE AÇO GIRATORIO DE ESPIGA 3/8X50MM COM RODA 210 COM RODA PP PRETA REBITADO E FREIO,6.18,PECA
210GER2025,GE 210 BP CZA 50 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM COM RODA 210 BP CINZA PARAFUSADO,6.11,PECA
210GER2029,GE 210 FR BP CZA 50 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM COM RODA 210 BP CINZA PARAFUSADO E FREIO,7,PECA
210GER2054,GE 210 UP 16 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 210 POLIURETANO INJETADO REBITADO,6.02,PECA
210GER2055,GE 210 UP 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 POLIURETANO INJETADO PARAFUSADO,6.35,PECA
210GER2056,GE 210 FR UP 16 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 210 POLIURETANO INJETADO REBITADO E FREIO,6.94,PECA
210GER2057,GE 210 UP 16 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 210 POLIURETANO INJETADO PARAFUSADO,6.2,PECA
210GER2058,GE 210 UP 25 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 POLIURETANO INJETADO REBITADO,6.16,PECA
210GER2059,GE 210 FR UP 16 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 210 POLIURETANO INJETADO PARAFUSADO E FREIO,7.1,PECA
210GER2060,GE 210 FR UP 25 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 POLIURETANO INJETADO REBITADO E FREIO,7.06,PECA
210GER275,GE 210 BP CZA 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP CINZA PARAFUSADO,5.78,PECA
210GER2061,GE 210 FR UP 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 POLIURETANO INJETADO PARAFUSADO E FREIO,7.26,PECA
210GER276,GE 210 BP PTA 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP PRETA PARAFUSADO,5.89,PECA
210GER278,GE 210 BP GEL 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP GEL PARAFUSADO,6.48,PECA
210GER277,GE 210 BP BCA 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP BRANCA PARAFUSADO,5.89,PECA
210GER280,GE 210 PP PTA 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 PP PRETA PARAFUSADO,5.17,PECA
210GER283,GE 210 NY BCA 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 NYLON BRANCA PARAFUSADO,6.66,PECA
210GER284,GE 210 GP 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM SEM RODA 210 COM PARAFUSO E PORCA,4.7,PECA
210GER285,GE 210 FE/PU 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 FERRO COM POLIURETANO PARAFUSADO,0,PECA
210GER286,GE 210 AL/BO 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 ALUMINIO COM BORRACHA PARAFUSADO,10.42,PECA
210GER288,GE 210 AL/PU 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 ALUMINIO COM POLIURETANO PARAFUSADO,11.7,PECA
210GER289,GE 210 FR BP CZA 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP CINZA PARAFUSADO E FREIO,6.68,PECA
210GER290,GE 210 FR BP PTA 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP PRETA PARAFUSADO E FREIO,6.8,PECA
210GER291,GE 210 FR BP BCA 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP BRANCA PARAFUSADO E FREIO,6.8,PECA
210GER292,GE 210 FR BP GEL 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP GEL PARAFUSADO E FREIO,7.39,PECA
210GER293,GE 210 FR PP PTA 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 PP PRETA PARAFUSADO E FREIO,6.05,PECA
210GER297,GE 210 FR NY BCA 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 NYLON BRANCA PARAFUSADO E FREIO,7.51,PECA
210GER298,GE 210 FR GP 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM SEM RODA 210 COM PARAFUSO E PORCA E FREIO,5.68,PECA
210GER299,GE 210 FR FE/PU 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 FERRO COM POLIURETANO PARAFUSADO E FREIO,0,PECA
210GER300,GE 210 FR AL/BO 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 ALUMINIO COM BORRACHA PARAFUSADO E FREIO,11.32,PECA
210GER301,GE 210 FR BI 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BORRACHA INTEGRAL PARAFUSADO E FREIO,6.33,PECA
210GER302,GE 210 FR AL/PU 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 ALUMINIO COM POLIURETANO PARAFUSADO E FREIO,12.6,PECA
210GER307,GE 210 CEL 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 CELERON PARAFUSADO,13.88,PECA
210GER805,GE 210 BP AZU 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP AZUL PARAFUSADO,5.89,PECA
210GER820,GE 210 BP VER 25 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 210 BP VERMELHA PARAFUSADO,5.89,PECA
210GER891,GE 210 FR BP GEL 16 P,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 210 BP GEL PARAFUSADO E FREIO,7.22,PECA
210GER892,GE 210 NY BCA 16 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 210 NYLON BRANCA REBITADO,6.22,PECA
210GER894,GE 210 FR PP PTA 16 R,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 210 PP PRETA REBITADO E FREIO,5.75,PECA
210GP1190,GP 210 NY BCA R,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE COM RODA 210 NYLON BRANCA REBITADO,5.77,PECA
210GP1217,GP 210 BP AZU R,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE COM RODA 210 BP AZUL REBITADO,5.04,PECA
210GP1218,GP 210 FR BP CZA R,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE COM RODA 210 BP CINZA REBITADO E FREIO,5.84,PECA
210GP1219,GP 210 FR PP PTA R,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE COM RODA 210 PP PRETA REBITADO E FREIO,5.21,PECA
210GP1588,GP 210 FR GP,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE SEM RODA 210 COM PARAFUSO E PORCA E FREIO,4.89,PECA
210GP1767,GP 210 BP GEL P,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE COM RODA 210 BP GEL PARAFUSADO,5.72,PECA
210GP1936,GP 210 FR BP PTA R,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE COM RODA 210 BP PRETA REBITADO E FREIO,5.94,PECA
210GP1937,GP 210 FR BP VER R,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE COM RODA 210 BP VERMELHA REBITADO E FREIO,5.94,PECA
210GP1953,GP 210 BP VER R,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE COM RODA 210 BP VERMELHA REBITADO,5.04,PECA
210GP1954,GP 210 BP BCA R,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE COM RODA 210 BP BRANCA REBITADO,5.04,PECA
210GP1955,GP 210 BP PTA R,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE COM RODA 210 BP PRETA REBITADO,5.04,PECA
210GP1957,GP 210 FR BP AZU R,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE COM RODA 210 BP AZUL REBITADO E FREIO,5.94,PECA
210GP1958,GP 210 FR NY BCA R,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE COM RODA 210 NYLON BRANCA REBITADO E FREIO,6.67,PECA
210GP2062,GP 210 UP R,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE COM RODA 210 POLIURETANO INJETADO REBITADO,5.5,PECA
210GP2063,GP 210 UP P,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE COM RODA 210 POLIURETANO INJETADO PARAFUSADO,0,PECA
210GP2064,GP 210 FR UP R,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE COM RODA 210 POLIURETANO INJETADO REBITADO E FREIO,6.39,PECA
210GP2065,GP 210 FR UP P,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE COM RODA 210 POLIURETANO INJETADO PARAFUSADO E FREIO,0,PECA
210GP2123,GP 210 BP CZA P,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE COM RODA 210 BP CINZA REBITADO,5.08,PECA
210GP287,GP 210 PP PTA R,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE COM RODA 210 PP PRETA REBITADO,4.32,PECA
210GP608,GP 210 BP GEL R,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE COM RODA 210 BP GEL REBITADO,5.63,PECA
210GP631,GP 210 BP CZA R,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE COM RODA 210 BP CINZA REBITADO,4.95,PECA
210GP850,GP 210 GP,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE SEM RODA 210 COM PARAFUSO E PORCA,3.95,PECA
210GP989,GP 210 FR BP GEL R,RODIZIO DE AÇO GIRATÓRIO FURO PASSANTE COM RODA 210 BP GEL REBITADO E FREIO,6.53,PECA
210RO1138,KIT 1/4 - L210,KIT PARAFUSO E PORCA 1/4 LINHA 210,0.5,PECA
210RO15,RO 210 BP PTA,RODA 210 BP PRETA,1.5,PECA
210RO16,RO 210 BP BCA,RODA 210 BP BRANCA,1.5,PECA
210RO17,RO 210 BP CZA,RODA 210 BP CINZA,1.4,PECA
210RO18,RO 210 BP AZU,RODA 210 BP AZUL,1.5,PECA
210RO19,RO 210 BP VER,RODA 210 BP VERMELHA,1.5,PECA
210RO1920,KIT 1/4 PLK - L210,KIT DE PARAFUSO E PORCA 1/4 PARLOCK LINHA 210,0.55,PECA
210RO20,RO 210 PP PTA,RODA 210 PP PRETA,0.9,PECA
210RO2067,RO 210 UP,RODA 210 DE POLIURETANO INJETADO,1.83,PECA
210RO24,RO 210 NY BCA,RODA 210 NY BRANCA,1.94,PECA
210RO25,RO 210 BP GEL,RODA 210 BP GEL,1.8186,PECA
210RO26,RO 210 FE/PU,RODA 210 FERRO COM POLIURETANO,0,PECA
210RO27,RO 210 AL/BO,RODA 210 ALUMINIO COM BORRACHA,5.5,PECA
210RO28,RO 210 AL/PU,RODA 210 ALUMINIO COM POLIURETANO,6,PECA
210RO29,RO 210 BI,RODA 210 BORRACHA INTEGRAL,1.2,PECA
210RO988,RO 210 CEL,RODA 210 CELERON,8.1,PECA
222BU1650,BR 1/4,BUCHA DE ROSCA PARA NIVEL 1/4,0.15,PECA
222BU1652,BR 3/8,BUCHA DE ROSCA PARA NIVEL 3/8,0.19,PECA
222BU1653,BR 5/16,BUCHA DE ROSCA PARA NIVEL 5/16,0.19,PECA
222PN1029,PNR 3/8 CH,PE NIVELADOR REDONDO COM CHAPA DE AÇO ROSCA 3/8,1.44,PECA
222PN1332,PNR 5/16 B,PE NIVELADOR REDONDO SEM CHAPA E COM BUCHA ROSCA 5/16,1.26,PECA
222PN1504,PNR 3/8,PE NIVELADOR REDONDO SEM CHAPA ROSCA 3/8,1.18,PECA
222PN1656,CH PN 3/8,CHAPA DE AÇO DO PÉ NIVELADOR 3/8,0.24,PECA
222PN1657,CH PN 5/16,CHAPA DE AÇO DO PÉ NIVELADOR 5/16,0.24,PECA
222PN1659,PNR 5/16,PE NIVELADOR REDONDO SEM CHAPA ROSCA 5/16,1.05,PECA
222PN1658,PNR 3/8 B,PE NIVELADOR REDONDO SEM CHAPA E COM BUCHA ROSCA 3/8,1.4,PECA
222PN1786,PNR 1/4,PE NIVELADOR REDONDO SEM CHAPA ROSCA 1/4,0.72,PECA
222PN1985,CH PN 1/4,CHAPA DE AÇO DO PÉ NIVELADOR 1/4,0.24,PECA
222PN1987,PNR 1/4 B,PE NIVELADOR REDONDO SEM CHAPA COM BUCHA ROSCA 1/4,0.9,PECA
222PN1986,PNR 1/4 CH,PE NIVELADOR REDONDO COM CHAPA DE AÇO ROSCA 1/4,0.96,PECA
222PN693,PNS 5/16,PE NIVELADOR SEXTAVADO ROSCA 5/16,0.51,PECA
222PN806,PNS 1/4,PE NIVELADOR SEXTAVADO ROSCA 1/4,0.43,PECA
222PN807,PNS 3/8,PE NIVELADOR SEXTAVADO ROSCA 3/8,0.62,PECA
222PN809,PNS 3/8 B,PE NIVELADOR SEXTAVADO COM BUCHA ROSCA 3/8,0.85,PECA
222PN808,PNS 1/4 B,PE NIVELADOR SEXTAVADO COM BUCHA ROSCA 1/4,0.59,PECA
222PN810,PNS 5/16 B,PE NIVELADOR SEXTAVADO COM BUCHA ROSCA 5/16,0.75,PECA
222PN984,PNR 5/16 CH,PE NIVELADOR REDONDO COM CHAPA DE AÇO ROSCA 5/16,1.3,PECA
312FBR1393,FB 312 GP PLK,RODIZIO DE AÇO FIXO DE BASE SEM RODA 312 COM PARAFUSO E PORCA PARLOCK,6.26,PECA
312FBR1616,FB 312 BP CZA PLK,RODIZIO DE AÇO FIXO DE BASE COM RODA 312 BP CINZA E PORCA PARLOCK,8.86,PECA
312FBR1960,FB 312 FERRO,RODIZIO DE AÇO FIXO DE BASE COM RODA 312 FERRO,25.45,PECA
312FBR2079,FB 312 UP,RODIZIO DE AÇO FIXO DE BASE COM RODA 312 UP,9.57,PECA
312FBR2006,FB 312 BI,RODIZIO DE AÇO FIXO DE BASE COM RODA 312 BORRACHA INTEGRAL,9.85,PECA
312FBR643,FB 312 BP CZA,RODIZIO DE AÇO FIXO DE BASE COM RODA 312 BP CINZA,8.8,PECA
312FBR647,FB 312 GP,RODIZIO DE AÇO FIXO DE BASE SEM RODA 312 COM PARAFUSO E PORCA,6.2,PECA
312FBR651,FB 312 PP PTA,RODIZIO DE AÇO FIXO DE BASE COM RODA 312 PP PRETA,7.72,PECA
312FBR659,FB 312 FE/PU RO,RODIZIO DE AÇO FIXO DE BASE COM RODA 312 FERRO COM POLIURETANO ROLAMENTO,42.48,PECA
312FBR663,FB 312 AL/BO RO,RODIZIO DE AÇO FIXO DE BASE COM RODA 312 ALUMINIO COM BORRACHA ROLAMENTO,28.95,PECA
312FBR667,FB 312 AL/PU RO,RODIZIO DE AÇO FIXO DE BASE COM RODA 312 ALUMINIO COM POLIURETANO ROLAMENTO,38.85,PECA
312FBR715,FB 312 AL/PU BU,RODIZIO DE AÇO FIXO DE BASE COM RODA 312 ALUMINIO COM POLIURETANO BUCHA,30.35,PECA
312FBR716,FB 312 FE/PU BU,RODIZIO DE AÇO FIXO DE BASE COM RODA 312 FERRO COM POLIURETANO BUCHA,33.26,PECA
312FBR717,FB 312 AL/BO BU,RODIZIO DE AÇO FIXO DE BASE COM RODA 312 ALUMINIO COM BORRACHA BUCHA,20.35,PECA
312FBR728,FB 312 CEL,RODIZIO DE AÇO FIXO DE BASE COM RODA 312 CELERON,28.7,PECA
312FBR736,FB 312 NY BCA,RODIZIO DE AÇO FIXO DE BASE COM RODA 312 NYLON BRANCA,11.1,PECA
312FBR757,FB 312 BP PTA,RODIZIO DE AÇO FIXO DE BASE COM RODA 312 BP PRETA,8.8,PECA
312FBR758,FB 312 BP VER,RODIZIO DE AÇO FIXO DE BASE COM RODA 312 BP VERMELHA,8.8,PECA
312FBR759,FB 312 BP BCA,RODIZIO DE AÇO FIXO DE BASE COM RODA 312 BP BRANCA,8.8,PECA
312FBR760,FB 312 BP AZU,RODIZIO DE AÇO FIXO DE BASE COM RODA 312 BP AZUL,8.8,PECA
312FER1398,FE 312 GP PLK 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM SEM RODA 312 COM PARAFUSO E PORCA PARLOCK,5.76,PECA
312FER1961,FE 312 FERRO 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM COM RODA 312 FERRO,25,PECA
312FER1962,FE 312 GP 75,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X75MM SEM RODA 312 COM PARAFUSO E PORCA,6.49,PECA
312FER1963,FE 312 GP PLK 75,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X75MM SEM RODA 312 COM PARAFUSO E PORCA PARLOCK,6.55,PECA
312FER1964,FE 312 BP CZA 75,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X75MM COM RODA 312 BP CINZA,8.9,PECA
312FER1965,FE 312 NY BCA 75,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X75MM COM RODA 312 NYLON BRANCA,11.09,PECA
312FER1966,FE 312 PP PTA 75,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X75MM COM RODA 312 PP PRETA,8,PECA
312FER1967,FE 312 FE/PU BU 75,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X75MM COM RODA 312 FERRO COM POLIURETANO BUCHA,33,PECA
